Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Major_Category,Year_of_Study,Burnout_Risk_Level,Burnout_Code
2.36,1,2,5,8.08,3,Allowed_With_Citation,3,STEM,Freshman,Low,1
1.99,3,1,3,7.6,1,Allowed_With_Citation,5,Business,Senior,Low,1
5.51,1,1,2,5.65,1,Allowed_With_Citation,1,Arts,Graduate,High,0
6.7,4,1,2,15.34,5,Strict_Ban,7,Medical,Junior,Medium,2
4.93,3,0,3,10.09,4,Actively_Encouraged,3,Business,Junior,Low,1
17.78,4,1,1,7.44,6,Actively_Encouraged,7,Humanities,Junior,High,0
2.69,3,2,3,15.9,3,Allowed_With_Citation,4,Humanities,Senior,High,0
2.73,3,1,1,11.49,1,Allowed_With_Citation,1,Humanities,Freshman,Medium,2
5.27,3,2,1,3.0,2,Actively_Encouraged,2,Business,Senior,Medium,2
11.47,1,1,3,8.47,3,Strict_Ban,6,Business,Sophomore,High,0
8.17,1,1,3,15.31,3,Actively_Encouraged,4,Arts,Sophomore,Medium,2
14.22,4,0,3,10.4,4,Actively_Encouraged,5,Humanities,Senior,Low,1
10.11,3,2,2,8.18,3,Allowed_With_Citation,7,Business,Freshman,Medium,2
2.8,3,2,3,13.21,3,Allowed_With_Citation,2,Medical,Graduate,Medium,2
7.43,2,2,1,12.3,2,Allowed_With_Citation,5,Medical,Graduate,High,0
7.42,0,2,3,4.37,1,Allowed_With_Citation,3,Business,Sophomore,Low,1
0.37,3,0,5,12.08,4,Allowed_With_Citation,4,Business,Graduate,Low,1
9.71,3,1,1,10.57,3,Actively_Encouraged,5,Business,Junior,Medium,2
4.35,1,1,1,13.04,3,Allowed_With_Citation,5,STEM,Sophomore,Medium,2
3.7,1,0,3,15.16,1,Actively_Encouraged,4,STEM,Junior,Low,1
3.65,0,0,5,13.54,4,Actively_Encouraged,5,Humanities,Senior,Medium,2
2.82,1,0,3,19.86,4,Allowed_With_Citation,6,STEM,Senior,Low,1
2.76,3,2,2,18.69,1,Allowed_With_Citation,3,Business,Junior,Medium,2
0.28,3,2,5,6.07,4,Allowed_With_Citation,8,Business,Sophomore,Medium,2
11.18,3,2,2,15.37,5,Allowed_With_Citation,5,Business,Senior,High,0
19.19,1,2,1,6.05,7,Strict_Ban,6,STEM,Sophomore,Medium,2
5.69,1,0,4,15.23,4,Allowed_With_Citation,5,STEM,Sophomore,Medium,2
0.95,1,0,4,10.95,1,Allowed_With_Citation,4,STEM,Senior,Low,1
3.38,3,1,3,7.01,5,Actively_Encouraged,7,STEM,Junior,Low,1
18.09,4,2,3,10.47,4,Strict_Ban,10,Medical,Freshman,Medium,2
8.2,0,1,2,7.37,5,Actively_Encouraged,4,Humanities,Senior,Medium,2
28.16,0,2,2,13.04,7,Allowed_With_Citation,6,STEM,Sophomore,High,0
30.91,1,1,2,9.2,5,Actively_Encouraged,3,STEM,Senior,High,0
4.96,3,2,4,16.02,5,Actively_Encouraged,1,Business,Junior,Medium,2
6.42,3,1,2,5.15,4,Allowed_With_Citation,5,Business,Junior,Low,1
9.36,3,1,2,9.8,3,Allowed_With_Citation,5,STEM,Junior,Low,1
1.94,4,1,1,18.12,2,Actively_Encouraged,4,Medical,Freshman,Low,1
18.71,3,2,3,1.72,4,Allowed_With_Citation,2,Arts,Senior,High,0
19.43,0,2,4,13.0,4,Allowed_With_Citation,3,STEM,Graduate,High,0
2.36,2,1,3,16.09,2,Allowed_With_Citation,2,Humanities,Graduate,Medium,2
10.42,0,1,3,7.93,1,Allowed_With_Citation,3,Humanities,Senior,Medium,2
7.97,0,2,5,5.51,3,Allowed_With_Citation,6,Humanities,Graduate,High,0
7.4,0,2,5,15.19,4,Actively_Encouraged,3,Arts,Junior,Medium,2
1.29,2,1,3,14.69,3,Allowed_With_Citation,4,STEM,Sophomore,High,0
2.43,0,0,3,21.43,3,Allowed_With_Citation,7,Humanities,Senior,Low,1
5.94,0,1,1,11.96,4,Strict_Ban,4,Humanities,Graduate,Low,1
1.04,3,1,1,17.22,4,Allowed_With_Citation,3,Humanities,Sophomore,Medium,2
9.12,4,1,1,14.98,1,Allowed_With_Citation,2,Arts,Sophomore,Medium,2
1.89,0,2,3,5.41,1,Strict_Ban,4,STEM,Graduate,Medium,2
2.69,1,1,3,21.02,1,Actively_Encouraged,3,STEM,Senior,Low,1
1.82,3,1,3,18.52,1,Allowed_With_Citation,3,Business,Freshman,Medium,2
3.78,1,2,3,11.01,1,Allowed_With_Citation,1,STEM,Junior,High,0
9.02,2,2,2,11.72,5,Allowed_With_Citation,8,STEM,Sophomore,Medium,2
0.66,3,2,4,13.04,3,Actively_Encouraged,3,Humanities,Sophomore,Medium,2
8.06,1,0,3,12.3,4,Allowed_With_Citation,3,STEM,Freshman,Medium,2
2.92,3,2,1,17.79,1,Allowed_With_Citation,4,Humanities,Sophomore,Medium,2
27.26,0,2,1,9.91,8,Strict_Ban,9,STEM,Junior,High,0
31.49,1,0,3,14.82,7,Strict_Ban,10,STEM,Freshman,High,0
8.26,2,1,3,7.51,3,Actively_Encouraged,2,Business,Graduate,High,0
10.65,1,0,3,7.75,1,Allowed_With_Citation,7,STEM,Senior,Medium,2
1.43,4,0,4,9.7,6,Actively_Encouraged,3,Medical,Sophomore,Medium,2
2.87,1,0,5,15.97,3,Strict_Ban,4,Humanities,Freshman,Low,1
0.48,3,0,3,15.64,3,Actively_Encouraged,4,Business,Graduate,Low,1
4.27,1,1,2,6.91,4,Strict_Ban,8,Arts,Junior,High,0
15.51,1,1,3,14.99,7,Allowed_With_Citation,5,STEM,Junior,High,0
14.88,2,1,2,9.55,5,Allowed_With_Citation,4,Business,Freshman,High,0
0.0,1,0,5,17.98,1,Strict_Ban,2,Arts,Freshman,Medium,2
13.05,0,2,2,21.15,4,Strict_Ban,9,STEM,Senior,High,0
0.42,4,0,4,20.3,1,Allowed_With_Citation,3,Medical,Junior,Low,1
2.11,1,1,1,16.55,2,Allowed_With_Citation,4,STEM,Graduate,High,0
8.16,4,2,1,12.38,3,Strict_Ban,2,STEM,Graduate,High,0
10.73,0,0,3,7.3,3,Allowed_With_Citation,8,Arts,Freshman,High,0
21.63,3,0,4,9.35,7,Allowed_With_Citation,5,STEM,Graduate,High,0
3.02,3,0,4,7.76,3,Allowed_With_Citation,9,Business,Graduate,Medium,2
4.94,4,2,2,14.25,1,Actively_Encouraged,3,Arts,Senior,Low,1
11.16,4,1,1,21.97,4,Strict_Ban,8,Medical,Sophomore,High,0
2.43,0,2,3,13.7,2,Allowed_With_Citation,3,Humanities,Sophomore,Low,1
12.8,4,1,2,3.27,6,Strict_Ban,10,Medical,Freshman,High,0
5.89,0,1,2,15.26,3,Actively_Encouraged,4,Humanities,Freshman,Low,1
0.39,2,1,2,10.91,4,Strict_Ban,6,STEM,Senior,Medium,2
1.3,1,1,2,8.16,3,Allowed_With_Citation,1,Business,Graduate,Low,1
1.42,3,2,1,12.05,2,Strict_Ban,3,Business,Senior,Low,1
0.24,3,2,2,16.01,1,Allowed_With_Citation,5,Humanities,Senior,Medium,2
1.04,2,1,1,13.53,5,Strict_Ban,5,Business,Sophomore,Low,1
0.6,2,1,2,14.11,5,Actively_Encouraged,7,Humanities,Senior,Medium,2
15.04,3,1,2,7.4,5,Allowed_With_Citation,3,Business,Senior,High,0
5.64,1,1,1,21.13,1,Actively_Encouraged,6,Medical,Sophomore,Low,1
0.91,1,2,3,9.19,2,Allowed_With_Citation,2,Humanities,Senior,Medium,2
3.85,1,1,1,10.69,3,Strict_Ban,4,STEM,Freshman,Low,1
5.0,1,2,5,12.28,4,Allowed_With_Citation,3,Arts,Sophomore,Low,1
2.02,0,0,5,12.45,1,Allowed_With_Citation,3,Humanities,Junior,Low,1
0.4,3,1,2,13.98,1,Allowed_With_Citation,3,Arts,Junior,Low,1
40.0,1,0,3,6.36,9,Allowed_With_Citation,6,STEM,Senior,High,0
7.09,0,1,1,12.48,6,Allowed_With_Citation,1,Humanities,Junior,Medium,2
9.66,1,2,4,3.41,3,Actively_Encouraged,8,STEM,Freshman,Medium,2
3.05,1,2,2,9.93,4,Strict_Ban,6,STEM,Graduate,Medium,2
12.57,4,1,1,7.71,3,Allowed_With_Citation,6,Business,Senior,Low,1
28.5,2,1,2,14.22,6,Allowed_With_Citation,3,Humanities,Graduate,Medium,2
31.36,3,0,4,16.31,6,Allowed_With_Citation,7,Medical,Senior,High,0
2.52,3,1,3,20.11,1,Allowed_With_Citation,5,Business,Freshman,Low,1
2.99,0,0,3,12.38,6,Actively_Encouraged,4,STEM,Graduate,Low,1
11.94,4,0,4,6.81,3,Allowed_With_Citation,5,Business,Graduate,Low,1
1.98,2,2,1,13.72,2,Strict_Ban,5,Business,Freshman,Medium,2
5.77,0,2,5,18.89,3,Strict_Ban,2,Arts,Freshman,Low,1
11.67,2,1,2,17.35,3,Allowed_With_Citation,6,Business,Graduate,Low,1
23.61,2,1,1,6.42,6,Allowed_With_Citation,4,STEM,Sophomore,High,0
0.94,1,1,1,12.84,3,Actively_Encouraged,1,Business,Senior,Medium,2
0.31,2,0,5,9.72,5,Allowed_With_Citation,5,Humanities,Freshman,Low,1
4.6,4,1,3,11.69,5,Actively_Encouraged,6,Humanities,Senior,High,0
18.24,4,0,3,3.71,5,Actively_Encouraged,2,Medical,Senior,High,0
4.12,0,1,1,21.42,1,Strict_Ban,2,Humanities,Graduate,Medium,2
14.66,0,1,1,18.36,4,Allowed_With_Citation,3,Business,Senior,Medium,2
7.97,2,1,1,13.78,3,Actively_Encouraged,4,Humanities,Freshman,Medium,2
2.08,1,0,3,6.58,4,Actively_Encouraged,4,STEM,Junior,High,0
6.94,0,0,3,11.18,2,Allowed_With_Citation,1,Humanities,Sophomore,High,0
0.97,0,2,4,11.9,4,Strict_Ban,1,Business,Junior,Medium,2
2.37,0,1,3,16.27,1,Actively_Encouraged,4,Humanities,Junior,Low,1
3.78,0,0,3,10.12,1,Allowed_With_Citation,4,Humanities,Sophomore,Low,1
3.12,0,2,3,8.67,2,Actively_Encouraged,2,Arts,Senior,Low,1
8.3,4,1,1,15.02,5,Strict_Ban,4,STEM,Sophomore,Medium,2
1.46,2,1,3,18.8,1,Actively_Encouraged,4,STEM,Graduate,Medium,2
12.24,0,1,3,6.16,3,Allowed_With_Citation,3,Arts,Sophomore,Medium,2
2.55,3,0,5,13.16,2,Strict_Ban,4,Medical,Junior,Low,1
9.82,2,0,3,24.45,1,Actively_Encouraged,2,Humanities,Senior,Medium,2
11.89,3,1,2,12.86,6,Allowed_With_Citation,5,Medical,Senior,High,0
1.4,1,0,3,14.63,2,Actively_Encouraged,2,STEM,Junior,Low,1
9.66,2,2,3,12.66,5,Allowed_With_Citation,6,STEM,Sophomore,Medium,2
5.04,0,2,4,5.94,2,Allowed_With_Citation,1,Arts,Junior,Medium,2
6.48,2,1,1,5.31,4,Allowed_With_Citation,5,Medical,Senior,Medium,2
6.31,1,0,4,11.15,5,Allowed_With_Citation,3,STEM,Freshman,Medium,2
16.12,1,2,4,9.47,3,Allowed_With_Citation,3,STEM,Freshman,Low,1
2.18,1,0,3,17.59,3,Allowed_With_Citation,4,STEM,Junior,Medium,2
5.66,3,2,1,5.89,4,Strict_Ban,3,STEM,Junior,Medium,2
7.09,0,1,2,14.71,1,Allowed_With_Citation,1,Arts,Sophomore,Medium,2
2.81,1,2,2,20.99,2,Strict_Ban,1,Business,Junior,Medium,2
7.91,3,2,2,14.46,3,Allowed_With_Citation,3,Humanities,Freshman,Medium,2
0.4,0,1,2,17.24,2,Actively_Encouraged,1,Business,Freshman,Low,1
8.86,2,1,2,6.26,5,Allowed_With_Citation,8,Medical,Senior,Medium,2
1.41,2,2,4,13.37,1,Strict_Ban,1,STEM,Junior,Low,1
22.15,3,1,1,11.84,6,Allowed_With_Citation,4,Business,Freshman,High,0
3.93,0,0,4,18.95,2,Allowed_With_Citation,3,Medical,Graduate,Low,1
5.3,0,2,1,14.36,3,Actively_Encouraged,5,STEM,Freshman,Low,1
2.37,0,1,2,1.0,5,Strict_Ban,3,Arts,Sophomore,Low,1
1.55,2,2,5,1.88,1,Strict_Ban,3,Business,Graduate,Medium,2
0.52,2,2,2,4.42,4,Allowed_With_Citation,6,STEM,Freshman,Low,1
0.12,0,2,2,16.74,1,Strict_Ban,3,STEM,Graduate,Medium,2
4.03,2,2,3,13.26,3,Strict_Ban,2,Business,Senior,Low,1
7.67,1,0,3,13.59,3,Allowed_With_Citation,7,Business,Junior,High,0
3.65,3,2,4,14.97,2,Actively_Encouraged,1,Business,Junior,High,0
10.65,1,0,5,9.2,3,Allowed_With_Citation,3,STEM,Junior,High,0
3.3,3,1,1,10.52,4,Allowed_With_Citation,8,Business,Senior,Low,1
3.8,3,0,3,13.81,2,Strict_Ban,4,STEM,Freshman,Medium,2
9.28,0,0,4,16.28,5,Strict_Ban,6,Humanities,Senior,Medium,2
9.53,4,2,1,2.28,4,Allowed_With_Citation,5,Humanities,Graduate,Low,1
4.33,0,1,1,11.82,3,Allowed_With_Citation,3,Business,Junior,Low,1
8.08,1,0,3,6.48,3,Actively_Encouraged,4,STEM,Freshman,Low,1
13.34,2,2,3,11.12,7,Allowed_With_Citation,1,STEM,Freshman,High,0
13.07,1,0,5,23.29,4,Actively_Encouraged,6,STEM,Sophomore,Medium,2
5.64,4,1,1,24.4,5,Actively_Encouraged,2,STEM,Freshman,Low,1
6.27,1,0,5,1.0,2,Allowed_With_Citation,3,STEM,Sophomore,Medium,2
7.93,3,0,3,4.71,3,Allowed_With_Citation,4,Business,Senior,Medium,2
5.23,2,0,3,6.96,6,Actively_Encouraged,7,Business,Sophomore,Low,1
0.98,2,1,3,8.33,1,Allowed_With_Citation,1,Business,Graduate,Medium,2
1.2,1,1,1,17.5,2,Actively_Encouraged,2,Humanities,Junior,Medium,2
40.0,4,1,2,14.35,8,Allowed_With_Citation,5,STEM,Freshman,High,0
25.34,4,1,1,4.11,5,Actively_Encouraged,4,Medical,Freshman,Medium,2
2.79,1,2,3,7.52,4,Allowed_With_Citation,2,STEM,Senior,High,0
9.82,3,1,3,12.56,2,Strict_Ban,4,Business,Junior,Medium,2
2.6,4,1,2,8.73,4,Allowed_With_Citation,5,Medical,Senior,High,0
2.92,3,1,3,15.44,2,Strict_Ban,3,Business,Sophomore,Low,1
13.16,3,0,3,6.86,6,Allowed_With_Citation,2,STEM,Graduate,Medium,2
0.5,3,1,2,1.37,1,Strict_Ban,2,Humanities,Freshman,Low,1
8.15,1,0,5,12.26,4,Strict_Ban,5,STEM,Freshman,Low,1
0.16,4,1,2,12.07,2,Strict_Ban,2,Business,Senior,Low,1
5.97,2,1,1,10.24,4,Actively_Encouraged,4,Business,Senior,Low,1
3.22,2,1,2,14.92,3,Actively_Encouraged,7,Business,Junior,Medium,2
22.24,0,2,1,1.0,5,Strict_Ban,9,STEM,Freshman,High,0
9.21,0,2,5,20.3,6,Strict_Ban,5,Arts,Freshman,High,0
4.24,3,0,3,18.41,2,Actively_Encouraged,2,Business,Freshman,Low,1
2.68,1,0,3,14.59,3,Allowed_With_Citation,6,STEM,Junior,Low,1
3.46,0,2,2,13.27,3,Allowed_With_Citation,5,Humanities,Senior,High,0
0.17,0,1,1,13.44,3,Allowed_With_Citation,5,Business,Senior,Low,1
14.01,3,0,5,3.44,4,Allowed_With_Citation,9,Humanities,Senior,Medium,2
11.54,3,0,3,17.98,5,Allowed_With_Citation,1,STEM,Freshman,Medium,2
1.3,4,1,2,8.93,1,Allowed_With_Citation,1,STEM,Senior,Medium,2
2.22,4,1,3,17.51,2,Strict_Ban,6,Arts,Sophomore,Medium,2
40.0,4,2,2,2.75,9,Allowed_With_Citation,8,STEM,Junior,High,0
15.66,1,0,4,7.76,6,Strict_Ban,4,STEM,Senior,High,0
8.32,3,0,5,17.65,3,Allowed_With_Citation,4,Arts,Senior,Medium,2
0.17,3,0,4,11.38,3,Actively_Encouraged,1,Business,Sophomore,Medium,2
6.58,3,1,2,13.66,4,Allowed_With_Citation,1,Business,Sophomore,Medium,2
5.0,1,0,5,6.06,2,Actively_Encouraged,1,Humanities,Graduate,High,0
0.63,2,0,4,15.7,1,Allowed_With_Citation,1,Business,Senior,Medium,2
6.74,3,0,4,8.88,3,Allowed_With_Citation,6,Business,Sophomore,Medium,2
4.3,4,2,5,7.24,2,Actively_Encouraged,5,Medical,Junior,Low,1
11.67,1,0,3,6.45,3,Allowed_With_Citation,7,STEM,Freshman,Low,1
6.46,3,2,1,12.39,4,Allowed_With_Citation,1,STEM,Senior,Low,1
20.49,2,2,2,7.17,6,Allowed_With_Citation,5,STEM,Junior,Medium,2
17.0,3,1,3,5.71,7,Actively_Encouraged,3,Business,Sophomore,Medium,2
7.97,1,1,1,9.42,3,Strict_Ban,3,Business,Junior,High,0
6.56,2,1,1,12.97,2,Allowed_With_Citation,2,STEM,Senior,Medium,2
5.63,3,1,2,17.62,1,Actively_Encouraged,4,Humanities,Sophomore,Medium,2
0.88,3,2,2,22.66,2,Actively_Encouraged,5,STEM,Senior,Medium,2
8.38,0,0,4,13.4,5,Allowed_With_Citation,5,Humanities,Sophomore,Low,1
23.31,1,2,5,1.0,6,Strict_Ban,6,Medical,Senior,High,0
5.43,3,2,2,4.36,4,Strict_Ban,7,Business,Freshman,Low,1
2.1,2,2,3,8.74,2,Allowed_With_Citation,2,STEM,Sophomore,Medium,2
11.2,0,2,3,9.59,3,Actively_Encouraged,2,STEM,Freshman,High,0
16.82,1,0,3,5.98,4,Allowed_With_Citation,8,STEM,Graduate,High,0
10.09,3,0,5,12.86,2,Actively_Encouraged,2,Business,Junior,Low,1
6.5,1,1,1,3.07,6,Allowed_With_Citation,2,Humanities,Junior,High,0
4.14,3,0,4,10.52,3,Strict_Ban,3,Medical,Sophomore,Low,1
14.57,2,1,1,14.55,5,Allowed_With_Citation,4,Business,Freshman,Low,1
14.27,2,1,3,6.11,6,Allowed_With_Citation,5,Business,Junior,High,0
6.21,0,2,3,14.82,4,Actively_Encouraged,6,Arts,Sophomore,Medium,2
2.1,3,1,2,10.28,4,Allowed_With_Citation,4,Business,Graduate,High,0
12.13,1,1,1,9.03,5,Allowed_With_Citation,2,STEM,Junior,Low,1
0.27,4,2,1,17.02,3,Actively_Encouraged,3,Business,Freshman,Low,1
3.45,3,0,4,16.87,5,Allowed_With_Citation,7,Business,Freshman,Medium,2
2.11,0,1,2,7.87,5,Actively_Encouraged,2,Humanities,Sophomore,Low,1
3.96,1,0,5,20.21,5,Allowed_With_Citation,7,STEM,Sophomore,Low,1
2.91,1,0,5,13.4,4,Strict_Ban,4,STEM,Freshman,Medium,2
17.4,1,0,4,4.38,3,Allowed_With_Citation,2,STEM,Sophomore,High,0
3.76,1,0,4,12.46,3,Allowed_With_Citation,5,STEM,Graduate,Medium,2
21.01,4,2,3,16.14,4,Actively_Encouraged,3,Medical,Freshman,Low,1
14.06,3,1,1,14.04,7,Allowed_With_Citation,6,Business,Senior,Medium,2
13.57,2,0,3,9.18,4,Allowed_With_Citation,3,Business,Junior,High,0
33.61,4,1,2,7.8,7,Allowed_With_Citation,4,Business,Graduate,High,0
0.71,3,0,5,10.94,1,Actively_Encouraged,3,Business,Senior,Low,1
6.68,2,1,3,3.88,4,Allowed_With_Citation,1,Medical,Freshman,Low,1
5.64,4,2,1,21.93,5,Actively_Encouraged,7,Humanities,Graduate,Low,1
7.67,0,2,1,10.25,4,Allowed_With_Citation,5,Business,Freshman,Medium,2
3.41,0,2,2,8.88,3,Allowed_With_Citation,5,Humanities,Sophomore,Medium,2
1.94,0,1,3,10.54,3,Actively_Encouraged,3,Arts,Graduate,Medium,2
11.42,0,2,2,10.27,1,Allowed_With_Citation,4,Arts,Freshman,Medium,2
17.26,3,1,3,8.18,6,Allowed_With_Citation,3,Medical,Junior,Medium,2
4.08,1,2,3,14.76,4,Actively_Encouraged,5,STEM,Graduate,Low,1
4.04,1,2,1,14.64,1,Allowed_With_Citation,6,STEM,Senior,Medium,2
4.65,0,2,1,12.4,5,Actively_Encouraged,2,STEM,Senior,Low,1
4.99,4,1,1,12.72,1,Allowed_With_Citation,4,Humanities,Junior,Medium,2
4.85,0,0,4,18.73,5,Strict_Ban,2,Humanities,Junior,Low,1
14.46,0,1,3,12.11,1,Strict_Ban,2,STEM,Graduate,Low,1
4.89,0,2,4,8.76,3,Strict_Ban,8,Business,Junior,Low,1
22.24,2,0,5,12.94,6,Allowed_With_Citation,6,STEM,Senior,High,0
21.28,1,1,3,4.83,6,Actively_Encouraged,4,Arts,Senior,High,0
0.92,1,0,3,11.7,2,Actively_Encouraged,5,STEM,Junior,Low,1
17.53,0,2,3,6.76,6,Allowed_With_Citation,7,Humanities,Graduate,Medium,2
1.77,3,2,4,6.13,6,Allowed_With_Citation,5,Business,Freshman,Medium,2
0.39,4,0,4,15.17,1,Allowed_With_Citation,5,Business,Sophomore,Low,1
1.97,4,1,3,20.57,4,Actively_Encouraged,3,STEM,Junior,Low,1
30.55,0,0,3,6.31,5,Strict_Ban,7,Arts,Freshman,High,0
0.64,0,2,1,7.96,2,Allowed_With_Citation,5,Business,Graduate,Low,1
0.99,3,1,1,12.17,3,Allowed_With_Citation,6,Arts,Senior,Low,1
0.7,0,1,2,10.6,2,Strict_Ban,4,Arts,Freshman,Low,1
1.19,0,2,3,9.47,3,Allowed_With_Citation,5,Business,Sophomore,Medium,2
3.64,0,0,3,11.6,1,Actively_Encouraged,2,Medical,Senior,Medium,2
6.33,3,1,3,17.93,4,Strict_Ban,4,Arts,Sophomore,Medium,2
18.41,3,1,3,1.0,4,Actively_Encouraged,4,Medical,Graduate,High,0
1.83,3,2,2,7.4,1,Actively_Encouraged,1,Arts,Sophomore,Low,1
2.43,0,1,3,11.89,3,Allowed_With_Citation,2,Arts,Senior,Low,1
2.89,0,2,4,19.16,4,Actively_Encouraged,3,Humanities,Junior,Low,1
17.42,4,1,1,9.74,6,Actively_Encouraged,5,STEM,Junior,High,0
0.43,0,2,1,5.32,3,Strict_Ban,3,Medical,Freshman,Medium,2
1.89,3,0,4,6.21,4,Allowed_With_Citation,3,Business,Graduate,Medium,2
1.66,1,0,4,9.88,2,Allowed_With_Citation,2,STEM,Sophomore,Medium,2
6.23,0,2,5,13.59,2,Actively_Encouraged,2,Humanities,Freshman,Low,1
10.66,1,2,3,12.67,2,Strict_Ban,1,Business,Freshman,High,0
2.12,0,2,2,11.18,3,Allowed_With_Citation,1,Humanities,Junior,Low,1
40.0,2,0,3,9.42,8,Allowed_With_Citation,2,STEM,Freshman,High,0
7.45,1,2,3,11.28,4,Allowed_With_Citation,3,STEM,Junior,High,0
0.7,3,2,3,13.25,1,Allowed_With_Citation,4,Business,Graduate,Low,1
10.2,0,1,2,16.29,3,Allowed_With_Citation,1,Humanities,Junior,Low,1
2.67,3,1,3,16.62,2,Allowed_With_Citation,5,Business,Freshman,Medium,2
16.79,0,2,2,10.01,6,Strict_Ban,9,Arts,Sophomore,Medium,2
15.94,0,0,3,8.92,6,Allowed_With_Citation,6,Arts,Freshman,High,0
3.55,1,1,2,10.87,1,Strict_Ban,6,STEM,Graduate,Low,1
1.18,1,2,1,12.35,1,Actively_Encouraged,4,STEM,Sophomore,Low,1
37.22,3,2,4,10.93,6,Allowed_With_Citation,7,Business,Freshman,High,0
3.63,1,2,1,14.43,4,Actively_Encouraged,5,Business,Graduate,High,0
20.24,1,1,2,3.31,2,Actively_Encouraged,4,STEM,Junior,Medium,2
1.77,4,2,2,16.44,3,Strict_Ban,4,Humanities,Sophomore,Medium,2
0.13,2,1,1,14.22,3,Strict_Ban,1,Medical,Graduate,Medium,2
12.68,1,1,2,18.09,8,Strict_Ban,10,Medical,Junior,Medium,2
6.0,0,2,1,16.12,3,Allowed_With_Citation,2,Humanities,Sophomore,Medium,2
11.05,1,2,3,13.8,3,Strict_Ban,7,STEM,Senior,Medium,2
13.23,3,2,4,9.88,5,Allowed_With_Citation,4,STEM,Sophomore,High,0
5.17,0,1,3,9.21,4,Actively_Encouraged,3,STEM,Junior,Medium,2
1.38,0,1,2,11.56,2,Actively_Encouraged,4,STEM,Senior,High,0
4.45,0,1,2,10.77,5,Strict_Ban,5,Humanities,Graduate,Medium,2
7.6,0,1,1,8.5,3,Allowed_With_Citation,1,Business,Junior,Medium,2
40.0,1,1,3,3.56,6,Actively_Encouraged,3,STEM,Junior,High,0
12.29,0,1,2,1.0,5,Actively_Encouraged,1,Medical,Freshman,Medium,2
0.89,0,2,2,11.8,3,Actively_Encouraged,2,Business,Junior,Low,1
2.98,3,0,5,16.03,3,Strict_Ban,2,Business,Sophomore,High,0
6.65,0,2,2,5.92,2,Allowed_With_Citation,2,Medical,Junior,Low,1
6.77,0,1,3,6.76,4,Allowed_With_Citation,5,Business,Senior,Medium,2
21.75,4,1,2,12.62,7,Actively_Encouraged,5,Medical,Senior,Medium,2
21.87,1,2,1,6.07,5,Strict_Ban,7,STEM,Freshman,High,0
1.21,1,0,5,15.39,5,Strict_Ban,8,STEM,Sophomore,Medium,2
12.37,1,0,3,11.14,6,Allowed_With_Citation,5,Business,Freshman,High,0
2.39,3,1,3,8.64,2,Actively_Encouraged,1,Business,Freshman,Low,1
2.85,1,2,2,13.86,2,Allowed_With_Citation,6,STEM,Sophomore,Low,1
26.16,0,0,4,3.52,7,Allowed_With_Citation,2,Business,Graduate,High,0
11.08,1,1,2,8.17,7,Strict_Ban,7,STEM,Senior,High,0
2.37,1,0,3,5.15,2,Allowed_With_Citation,1,Business,Graduate,Medium,2
2.28,3,0,3,4.61,1,Actively_Encouraged,2,Humanities,Junior,Low,1
8.87,3,0,4,11.79,3,Allowed_With_Citation,1,Business,Freshman,Medium,2
3.88,1,1,2,9.1,1,Allowed_With_Citation,3,Humanities,Freshman,Low,1
32.88,2,2,3,12.88,7,Actively_Encouraged,9,Medical,Freshman,High,0
2.33,0,1,1,12.75,3,Allowed_With_Citation,4,Humanities,Senior,Low,1
20.47,4,0,4,12.31,8,Allowed_With_Citation,7,Medical,Freshman,High,0
6.79,1,0,4,6.59,4,Strict_Ban,6,STEM,Freshman,Medium,2
2.14,1,1,2,16.72,3,Allowed_With_Citation,6,Business,Graduate,Medium,2
5.84,0,2,4,6.76,2,Allowed_With_Citation,1,Humanities,Sophomore,Medium,2
11.15,0,1,2,6.44,5,Actively_Encouraged,5,Arts,Junior,Low,1
2.54,3,1,2,6.99,2,Actively_Encouraged,4,Arts,Sophomore,High,0
6.88,0,2,2,24.76,2,Strict_Ban,2,Arts,Graduate,Medium,2
11.15,1,2,3,1.0,5,Actively_Encouraged,3,STEM,Senior,Medium,2
1.1,3,0,3,15.8,5,Actively_Encouraged,4,Arts,Junior,Medium,2
2.27,3,0,3,9.81,4,Allowed_With_Citation,5,STEM,Graduate,Low,1
39.34,1,0,4,4.69,8,Allowed_With_Citation,5,STEM,Senior,High,0
14.29,0,0,5,9.39,6,Actively_Encouraged,9,STEM,Senior,High,0
5.26,4,1,2,10.97,3,Allowed_With_Citation,4,Humanities,Graduate,Low,1
1.23,1,2,3,16.11,2,Actively_Encouraged,3,Business,Freshman,Low,1
10.46,1,1,2,8.69,3,Strict_Ban,9,STEM,Freshman,High,0
5.24,1,2,3,13.38,3,Allowed_With_Citation,3,STEM,Junior,Medium,2
0.53,3,1,3,12.31,4,Allowed_With_Citation,1,Business,Junior,Low,1
1.77,1,0,3,14.64,4,Strict_Ban,6,Medical,Graduate,High,0
26.2,3,1,1,6.92,5,Actively_Encouraged,4,Business,Freshman,High,0
24.55,3,2,5,11.06,6,Actively_Encouraged,7,Business,Junior,High,0
1.26,3,1,2,21.62,1,Actively_Encouraged,1,Business,Junior,Low,1
